-nan,-nan,-2.086053
0.874648,-0.141494,0.463649
0.108064,-0.926852,0.359539
-0.410590,0.162135,-0.897289
0.243822,0.591130,-0.768841
-0.452805,0.075468,0.888410
-nan,-nan,-1.609289
-0.796563,0.052981,-0.602229
-nan,-nan,-1.173226
-0.205998,-0.765364,-0.609740
-0.301280,0.681955,0.666459
0.169656,0.820734,-0.545539
0.996358,0.077508,0.035547
-0.798357,0.301156,-0.521470
-0.302377,0.724226,0.619730
0.372669,0.238138,-0.896888
-nan,-nan,-1.089736
0.766622,-0.557770,0.318095
0.433188,0.837418,0.333285
-nan,-nan,-1.074011
-nan,-nan,-1.374753
0.657468,0.748105,0.089865
0.255544,-0.720688,-0.644442
0.306431,0.895554,-0.322618
-0.801497,-0.224234,0.554366
0.900698,-0.075262,0.427877
-0.758033,-0.650692,0.044567
-0.388349,-0.920251,-0.048190
-0.032660,0.963282,-0.266498
-nan,-nan,-1.884440
0.950639,0.010625,-0.310117
0.060713,-0.674380,0.735884
0.446324,-0.005524,-0.894855
-0.312000,-0.546026,-0.777504
-nan,-nan,-2.057461
0.002751,-0.450818,0.892612
-0.304020,0.564373,-0.767499
0.118477,-0.141604,0.982808
-nan,-nan,-2.175102
0.689445,0.712356,-0.131202
0.122580,-0.140086,-0.982522
-nan,-nan,-1.159196
0.920412,0.323786,-0.219100
0.715600,0.682846,0.147099
-nan,-nan,-2.203572
-0.802345,-0.582435,0.130430
-0.568649,0.050663,0.821019
0.254592,0.966750,-0.024039
-0.249310,0.968410,0.005126
-0.803629,-0.294740,0.517019
0.148492,-0.127708,0.980633
-0.541664,-0.818837,-0.190013
-0.979254,0.202635,-0.000354
-nan,-nan,-1.475904
0.137471,-0.006065,0.990487
-nan,-nan,-1.152021
0.134126,0.960139,-0.245241
0.342255,0.937649,-0.060628
-0.619067,-0.522661,-0.586159
0.445656,-0.767093,-0.461475
-0.584417,-0.322082,-0.744795
-nan,-nan,-1.034840
-nan,-nan,-1.142962
-nan,-nan,-1.075203
-0.865259,-0.494746,-0.080954
0.859733,0.337812,-0.383069
-0.861502,0.446799,-0.241216
-0.432682,-0.425442,0.794849
-0.000735,-0.999981,0.006136
0.244596,0.969490,-0.016192
0.133863,0.676543,-0.724134
0.157562,-0.987386,-0.015598
0.347822,-0.065658,-0.935259
-0.982203,0.177965,-0.060039
-0.860779,-0.039885,0.507414
-0.054672,0.700840,-0.711220
-0.423112,-0.339697,-0.839990
-0.647672,0.463202,0.604950
-0.884765,0.358501,-0.297772
0.368423,0.917992,0.146815
-0.869675,-0.081285,0.486886
-0.342591,-0.918489,0.197506
-nan,-nan,-2.070173
-0.200659,-0.977269,-0.068413
0.731139,-0.146538,-0.666305
-nan,-nan,-1.277973
-nan,-nan,-1.243457
-0.750861,-0.235727,-0.616960
-0.466973,-0.690014,-0.553007
0.927988,-0.146473,0.342615
-0.571119,-0.181041,0.800654
-nan,-nan,-1.254316
0.463424,-0.870189,0.167360
0.322961,0.735365,-0.595764
-0.478687,0.691303,-0.541256
-0.114752,0.023782,0.993109
0.299518,0.947422,0.112606
0.875852,-0.129250,0.464949
0.611176,0.179735,-0.770817
-0.182181,0.975012,0.127126
0.629551,0.673610,0.387189
-nan,-nan,-2.550429
0.805795,-0.483298,-0.342224
0.149220,0.057553,0.987128
-0.926814,-0.200924,-0.317246
0.196311,0.963598,-0.181497
-0.211075,0.808755,0.548965
0.765466,0.447016,-0.462859
0.822582,0.564952,-0.064717
-nan,-nan,-1.317590
0.978325,0.063326,-0.197155
-0.071632,-0.849186,-0.523213
0.771782,-0.039984,0.634629
0.582778,0.632722,0.509935
-nan,-nan,-1.110809
-nan,-nan,-1.287878
0.120717,-0.991055,-0.056894
-0.035659,0.351447,-0.935528
-0.927668,-0.176021,0.329316
-0.684850,0.054483,0.726644
0.969094,-0.153109,-0.193427
-0.102233,0.965550,0.239293
-0.415833,-0.889634,0.188771
-nan,-nan,-1.952858
0.489007,0.436025,0.755483
-nan,-nan,-2.988217
0.768807,0.639383,-0.011220
-0.663748,-0.302013,0.684271
0.626409,0.619777,0.472746
-0.526986,0.601512,-0.600391
0.524029,0.824488,-0.213574
-nan,-nan,-1.714673
0.854039,0.419156,0.308101
-0.671570,-0.672287,-0.311488
-0.835392,-0.221694,-0.502963
-nan,-nan,-2.237960
-0.378602,-0.793270,0.476847
0.627176,-0.704838,0.331442
0.674611,0.691666,-0.257873
-0.275000,-0.772595,0.572252
-nan,-nan,-1.659742
-nan,-nan,-1.627915
-0.587287,0.733636,-0.341864
-0.953394,-0.267117,-0.140318
0.297337,-0.951147,0.083125
0.415632,-0.433245,-0.799718
-nan,-nan,-1.376397
-0.303933,-0.454486,-0.837297
-0.878372,0.421727,0.224967
0.553709,0.832707,-0.002465
0.602968,0.777175,0.180079
0.611718,0.481484,0.627674
-0.741016,0.164082,-0.651131
-0.824805,-0.547536,0.141070
0.403525,-0.772507,-0.490306
0.892120,0.088757,0.442994
0.211003,0.344379,0.914812
-0.577781,0.688551,0.438254
-0.257453,-0.244007,-0.934975
-0.040672,0.998379,-0.039823
0.966190,0.175296,0.189074
0.762461,-0.586984,0.272219
-0.994477,0.077853,-0.070381
-0.687895,0.320281,0.651322
0.071591,-0.273768,0.959128
-0.807071,-0.434308,0.400016
-0.415538,-0.206382,0.885852
-0.093843,-0.436704,0.894697
-0.270246,-0.516399,-0.812588
-0.432775,-0.817579,0.379829
0.598134,0.613638,0.515446
0.049553,0.812857,0.580352
0.103835,0.209183,-0.972348
-0.073545,0.823652,-0.562306
-0.664362,-0.147310,0.732750
0.064869,0.610489,0.789364
-0.375982,0.404602,0.833628
-nan,-nan,-1.871274
0.603480,-0.554109,0.573389
0.166085,0.090818,0.981921
-nan,-nan,-1.749369
-0.763320,0.483363,0.428606
0.099911,0.904868,-0.413802
-nan,-nan,-1.203607
-0.526549,0.715134,-0.459705
